Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,
2025/2026,A2,Pool_Promozione,2nd,2,-,4231,4/3/2026 ,20:30 ,,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,9,Catania Greta,-,-,-,6,5,5,5,6,10,5,5,15,1,-,2,1,-,-,12 ,2 ,1,4,0.33 ,-,6 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4231,4/3/2026 ,20:30 ,,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,10,Pedrolli Sara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4231,4/3/2026 ,20:30 ,,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,11,Hanle Marie,-,-,-,*,3,3,3,4,24,8,16,16,2,1,1,-,-,-,54 ,5 ,1,21,0.39 ,-,2 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4231,4/3/2026 ,20:30 ,,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,12,Esposito Lisa,-,-,-,2,1,1,1,2,16,5,9,18,2,-,18,-,0.44 ,0.33 ,48 ,5 ,-,15,0.31 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4231,4/3/2026 ,20:30 ,,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,14,Moroni Sofia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4231,4/3/2026 ,20:30 ,,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,16,Stocco Martina,-,-,-,1,6,6,6,1,2,1,1,15,1,-,1,-,-,-,4 ,-,-,1,0.25 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4231,4/3/2026 ,20:30 ,,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,18,Mazzon Giorgia,-,-,-,4,-,-,*,*,2,1,-1,4,-,-,-,-,-,-,10 ,2 ,1,2,0.20 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,1,Tisma Andrea,-,-,-,-,*,*,*,-,2,-,-,4,1,-,-,-,-,-,5 ,-,1,2,0.40 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,2,Rizzieri Emma,-,-,-,3,3,1,3,-,-,-,-1,6,-,-,1,-,-,-,4 ,1 ,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,3,Zojzi Aneta,-,-,-,4,4,2,4,-,19,8,10,16,3,2,11,1,0.55 ,-,42 ,3 ,2,16,0.38 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,5,Colombo Valentina,-,-,-,2,2,6,2,-,6,1,1,14,1,1,-,-,-,-,12 ,2 ,2,5,0.42 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,6,Felappi Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,7,Ferrara Martina,-,C,-,-,*,*,*,-,-,-,-1,-,-,-,4,1,0.25 ,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,8,Landucci Chiara,-,-,-,5,5,3,5,-,5,2,4,14,-,1,-,-,-,-,7 ,-,1,2,0.29 ,-,2 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,9,Viscioni Giulia,-,-,-,1,1,5,1,-,20,11,6,18,3,5,12,4,0.25 ,0.08 ,37 ,5 ,2,15,0.41 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,13,Campagnolo Benedetta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,14,Kiss Greta,-,-,-,6,6,4,6,-,4,-,-3,15,1,-,17,1,0.65 ,0.24 ,21 ,1 ,4,3,0.14 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,16,Galic Anamarija,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,C,Gruppo Formula 3 Messina,Akademia Messina,21,Oggioni Cecilia,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,30,1,0.57 ,0.30 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,1,Taborelli Veronica,-,-,-,5,3,2,6,-,16,6,8,13,5,1,-,-,-,-,29 ,2 ,1,15,0.52 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,2,Orlandi Bianca,-,-,-,*,-,-,-,-,-,-,-1,1,-,-,2,-,0.50 ,-,2 ,1 ,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,3,Talarico Alessandra,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,4,Longobardi Marika,-,-,-,6,4,3,1,-,10,4,1,17,1,2,26,4,0.42 ,0.04 ,30 ,2 ,2,7,0.23 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,5,Enneking Alyssa,-,-,-,3,1,6,4,-,26,8,19,9,2,-,30,2,0.50 ,0.10 ,42 ,3 ,-,22,0.52 ,-,4 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,6,Alberti Sofia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,7,Blasi Sophie Andrea,L,-,-,*,*,*,*,-,-,-,-4,-,-,-,18,4,0.61 ,0.28 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,8,Ternava Arita,-,-,-,-,*,-,*,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,9,Sassolini Helena,-,-,-,2,6,5,3,-,4,2,1,19,2,1,-,-,-,-,4 ,-,1,2,0.50 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,10,Farina Alice,-,-,-,4,2,1,5,-,6,4,3,10,2,-,1,1,-,-,10 ,-,-,3,0.30 ,-,3 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,12,Moroni Gaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,13,Aina Elena,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,14,Nella Anja,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,15,Rebora Sofia,-,C,-,1,5,4,2,-,7,5,3,15,3,2,1,-,-,-,7 ,1 ,-,2,0.29 ,-,3 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4232,4/3/2026 ,20:30 ,,-,O,Futura Giovani Busto Arsizio,Futura Giovani Busto Arsizio,20,Sormani Silvia,-,-,-,-,*,-,*,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,1,Barbazeni Karin,-,-,-,-,*,3,3,3,7,5,5,14,1,2,-,-,-,-,8 ,1 ,-,5,0.63 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,2,Cusma Sofia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,3,Feruglio Rebecca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,4,Viola Alice,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,5,Lotti Silvia,-,-,-,-,-,-,*,2,2,-,-1,4,1,-,9,-,0.89 ,-,8 ,2 ,-,2,0.25 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,6,Mistretta Alessandra,L,-,-,*,*,*,*,*,-,-,-2,-,-,-,10,2,0.70 ,0.20 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,7,Cassan Aurora,-,-,-,*,-,*,*,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,10,Gannar Islam,-,-,-,2,2,6,6,6,15,4,11,15,3,-,-,-,-,-,24 ,-,1,13,0.54 ,-,2 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,11,Rossetto Aurora,-,-,-,1,1,5,5,5,18,9,11,15,-,-,32,3,0.38 ,0.03 ,28 ,2 ,2,16,0.57 ,-,2 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,12,Molinaro Beatrice,-,C,-,5,5,-,-,-,2,-,1,4,1,-,-,-,-,-,6 ,-,-,2,0.33 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,13,Bakodimou Efrosyni,-,-,-,4,4,2,2,-,13,5,-,22,4,1,37,4,0.76 ,0.11 ,25 ,-,5,8,0.32 ,-,4 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,14,Frosini Giorgia,-,-,-,6,6,4,4,4,26,14,17,15,4,1,-,-,-,-,50 ,1 ,4,19,0.38 ,-,6 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,20,Scola Francesca,-,-,-,3,3,1,1,1,1,-,-4,16,2,-,-,-,-,-,8 ,3 ,-,1,0.13 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,2,Colombino Carola,-,-,-,-,-,*,*,2,3,2,-,6,2,1,-,-,-,-,2 ,1 ,-,1,0.50 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,3,Bassi Maria Teresa,-,-,-,5,4,5,2,*,15,11,8,15,2,2,-,-,-,-,37 ,2 ,3,10,0.27 ,-,3 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,4,Avenia Giorgia,-,-,-,2,1,2,5,5,7,4,5,21,2,-,-,-,-,-,7 ,-,-,6,0.86 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,5,Sturniolo Emma,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,7,Morandini Aurora,L,-,-,*,*,*,*,*,-,-,-4,-,-,-,18,4,0.61 ,0.11 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,8,Gianfico Lara,-,-,-,1,6,1,4,-,6,-,3,10,-,-,1,1,-,-,9 ,1 ,1,5,0.56 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,9,Joly Jessica,-,-,-,*,5,6,3,*,9,3,3,7,3,-,21,1,0.62 ,0.05 ,17 ,2 ,-,7,0.41 ,-,2 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,10,Bulaich Simian Daniela Soledad,-,-,-,3,2,3,6,6,18,6,8,21,2,1,40,2,0.50 ,0.08 ,42 ,1 ,5,17,0.40 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,12,Perfetto Beatrice,-,-,-,6,-,*,*,3,4,1,-,3,-,-,10,1,0.60 ,0.20 ,14 ,-,3,2,0.14 ,-,2 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,14,Roserba Gaia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,15,Maruotti Ilaria,-,C,-,-,-,*,-,-,1,1,-,2,-,1,2,-,1.00 ,-,2 ,-,1,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,18,Babatunde Maria Adelaide,-,-,-,4,3,4,1,4,9,2,4,14,3,-,-,-,-,-,21 ,1 ,1,8,0.38 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,2,-,4234,4/3/2026 ,20:30 ,,-,O,Narconon Volley Melendugno,Narconon Volley Melendugno,23,Riparbelli Chiara,-,-,-,-,-,-,*,1,1,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,2,Vittorini Arianna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,3,Olivotto Rossella,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,4,Modestino Dalila,-,-,-,2,2,2,-,-,5,4,5,13,-,-,-,-,-,-,5 ,-,-,2,0.40 ,-,3 ,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,5,Michieletto Francesca,-,-,-,1,1,1,-,-,10,5,5,9,2,1,16,2,0.50 ,0.50 ,22 ,-,1,9,0.41 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,7,Orlandi Lea Andrea,-,-,-,5,5,5,-,-,9,6,6,10,1,2,-,-,-,-,8 ,2 ,-,4,0.50 ,-,3 ,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,8,Schillkowski Caterina,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,9,Veglia Tiziana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,10,Parrocchiale Beatrice,-,C,-,*,*,*,-,-,-,-,-,-,-,-,11,-,0.91 ,0.82 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,11,Prandi Vittoria,-,-,-,3,3,3,-,-,2,2,-,13,2,-,-,-,-,-,4 ,-,-,-,-,-,2 ,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,12,Struka Katrina,-,-,-,-,-,*,-,-,1,-,-,2,1,-,-,-,-,-,2 ,-,-,1,0.50 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,13,Arici Elena,-,-,-,*,*,*,-,-,-,-,-3,-,-,-,11,3,0.45 ,0.36 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,16,Amoruso Giorgia,-,-,-,4,4,4,-,-,12,6,7,8,3,1,8,-,0.75 ,0.63 ,20 ,2 ,-,11,0.55 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,C,Valsabbina Millenium Brescia,Millenium Brescia,18,Kavalenka Julia,-,-,-,6,6,6,-,-,17,8,14,18,-,4,-,-,-,-,27 ,3 ,-,12,0.44 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,1,Tisma Andrea,-,-,-,-,*,6,-,-,2,-,2,5,-,-,-,-,-,-,3 ,-,-,2,0.67 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,2,Rizzieri Emma,-,-,-,3,6,-,-,-,2,1,2,3,-,-,-,-,-,-,3 ,-,-,2,0.67 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,3,Zojzi Aneta,-,-,-,4,1,1,-,-,10,6,-1,11,2,2,8,3,0.25 ,-,32 ,1 ,5,8,0.25 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,5,Colombo Valentina,-,-,-,2,5,5,-,-,7,2,5,12,-,1,-,-,-,-,14 ,2 ,-,6,0.43 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,6,Felappi Giulia,-,-,-,-,*,*,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,7,Ferrara Martina,-,C,-,*,*,*,-,-,-,-,-1,-,-,-,17,1,0.65 ,0.53 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,8,Landucci Chiara,-,-,-,5,2,2,-,-,5,2,3,7,2,-,1,-,-,-,7 ,-,-,4,0.57 ,-,1 ,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,9,Viscioni Giulia,-,-,-,1,4,4,-,-,10,3,-4,7,3,-,27,5,0.63 ,0.19 ,23 ,3 ,3,10,0.43 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,13,Campagnolo Benedetta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,14,Kiss Greta,-,-,-,6,3,3,-,-,3,1,-4,9,3,-,6,1,0.67 ,0.67 ,13 ,2 ,1,3,0.23 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,16,Galic Anamarija,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4237,8/3/2026 ,16:00 ,,-,O,Gruppo Formula 3 Messina,Akademia Messina,21,Oggioni Cecilia,L,-,-,*,-,-,-,-,-,-,-3,-,-,-,5,3,0.20 ,0.20 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,1,Barbazeni Karin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,2,Cusma Sofia,-,-,-,-,-,*,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,3,Feruglio Rebecca,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,4,Viola Alice,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,5,Lotti Silvia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,6,Mistretta Alessandra,L,-,-,*,-,*,-,-,-,-,-1,-,-,-,5,1,0.80 ,0.20 ,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,7,Cassan Aurora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,10,Gannar Islam,-,-,-,6,6,6,-,-,10,6,7,8,3,-,-,-,-,-,9 ,-,-,5,0.56 ,-,5 ,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,11,Rossetto Aurora,-,-,-,5,5,5,-,-,8,6,5,10,1,1,19,-,0.74 ,0.16 ,24 ,1 ,1,7,0.29 ,-,-,
2025/2026,A2,Pool_Promozione,2nd,3,-,4238,8/3/2026 ,17:00 ,,-,C,Cda Volley Talmassons Fvg,Volley Talmassons,12,Molinaro Beatrice,-,C,-,3,3,3,-,-,6,4,5,18,-,-,-,-,-,-,9 ,1 ,-,4,0.44 ,-,2 ,
